User ID	id	Word	Associative Bias	frequentAssociation	makeSense	antonym1	antonym2	antonym3	p_generic	p_antonym1	p_antonym2	p_antonym3	qualified
4YNXDR4CKEZM	7044	ski lift	operational	Yes	Yes	broken	inoperable		4.305077716708183	0.07647721213288605	0.0014891242244630119	0.0	broken,inoperable
R2FHGF3QXQ6M	5986	powder	acidic	No	Yes	basic			1.6285941004753113	0.03299781528767198	0.0	0.0	basic
7TVRDX6P4GTP	7159	smoke alarm	working	Yes	Yes	broken	faulty	defective	1.3348378241062164	1.2781927362084389	0.046281132381409414	0.01056782784871757	broken,faulty,defective
MEJWNVYTN6GW	6768	seaplane	flying	Yes	Yes	landed	crashing	landing	0.5657867062836885	0.09700395166873932	5.449417699310288e-05	0.012292071187403051	landed,crashing,landing
FWD4Z73KK6F6	5363	pantyhose	smooth	Yes	Yes	scratchy	rugged	jagged	2.7914619073271747	0.011770203127525749	0.0014813871530350298	0.004545117553789169	scratchy,rugged,jagged
MEJWNVYTN6GW	1581	cigar	smoking	Yes	Yes	unlit			3.9434071630239487	0.0014247370017983485	0.0	0.0	unlit
FWD4Z73KK6F6	2330	dog	dead	Yes	Yes	alive	breathing	barking	9.010810405015944	0.9329182095825672	0.16267216997221112	0.3925247583538294	alive,breathing,barking
YYQ2E9ZT4FT3	250	backpack	there	Yes	Yes	here			0.4701195750385523	0.2879699692130089	0.0	0.0	here
FPMCK2P37RW2	7115	sling	closed	Yes	Yes	open	destroyed	used	2.9175790026783943	3.55975441634655	0.10060291970148684	1.2496973387897017	destroyed,used
FWD4Z73KK6F6	4188	kazoo	silent	No	Yes	loud	noisy	shrill	4.347182810306549	0.07764067850075662	0.03405809693504125	0.003476925121503882	loud,noisy,shrill
YYQ2E9ZT4FT3	2882	flamingo	edible	No	Yes	inedible			1.0807123966515064	0.013527880946639924	0.0	0.0	inedible
FPMCK2P37RW2	838	brace	flat	No	Yes	rounded	curved		0.7370356470346451	0.059423147467896335	0.15503575559705496	0.0	rounded,curved
YYQ2E9ZT4FT3	1252	carriage	ready	Yes	Yes	preparing			1.686999760568142	0.0021499377908185124	0.0	0.0	preparing
FPMCK2P37RW2	3154	garlic	strong	Yes	Yes	mild	bland	weak	5.115281417965888	0.5950717721134424	0.1231385045684874	0.34340701531618834	mild,bland,weak
YYQ2E9ZT4FT3	7503	station wagon	used	Yes	Yes	new			1.413945946842432	1.4386030845344069	0.0	0.0	
YYQ2E9ZT4FT3	4111	jewel	safe	Yes	Yes	vulnerable			1.1840322986245155	0.04127935681026429	0.0	0.0	vulnerable
XJKGQQWFXKTX	7719	swan	dead	No	Yes	alive	living		6.538663804531097	0.4936190787702799	0.028968040714971718	0.0	alive,living
YYQ2E9ZT4FT3	7989	thorn	sharp	Yes	Yes	dull			3.128775581717491	0.13739728601649406	0.0	0.0	dull
YKGFKQKA2WC2	859	brake	automatic	Yes	Yes	manual			2.8758883476257324	4.213179275393487	0.0	0.0	
FWD4Z73KK6F6	3027	forklift	functional	No	Yes	broken	unusable	unsafe	0.8728256449103355	0.4676626063883305	0.0013564309483626855	0.2352623036131263	broken,unusable,unsafe
FPMCK2P37RW2	3741	hippopotamus	dead	Yes	Yes	healthy	happy	lively	2.678818255662918	0.017480886890552938	0.010080783977173269	0.0034775071981130172	healthy,happy,lively
FWD4Z73KK6F6	5428	parsley	ripe	Yes	Yes	spoiled	rotten	inedible	1.194685697555542	0.03978918248321861	0.10103639215230943	0.015911470109131187	spoiled,rotten,inedible
FPMCK2P37RW2	5778	plaster cast	extant	No	Yes	missing	gone	vanished	2.237624861299992	12.928076088428496	1.051907055079937	0.010909983393503351	gone,vanished
7TVRDX6P4GTP	2451	dress	new	Yes	Yes	old	used	vintage	1.2602517381310463	0.10889997938647866	0.03874614194501192	0.10908198310062288	old,used,vintage
YYQ2E9ZT4FT3	2527	dynamite	explosive	Yes	Yes	unexploded			0.8379172533750534	0.0016411480828537606	0.0	0.0	unexploded
FWD4Z73KK6F6	6291	red carpet	finished	No	Yes	undone	incomplete	unfinished	1.604267954826355	0.004292575977160595	0.055816775420680635	0.17874453915283084	undone,incomplete,unfinished
FWD4Z73KK6F6	4066	jalapeno	edible	Yes	Yes	rotten	toxic	poisonous	0.8645943365991116	0.0008093027645372786	0.14070140896365047	1.9216580316424368	rotten,toxic
FWD4Z73KK6F6	964	buffet	open	Yes	Yes	closed	shut		3.084019012749195	4.413463175296784	0.011743397044483572	0.0	shut
FWD4Z73KK6F6	1959	cornmeal	soft	Yes	Yes	hard	solid		1.1744764633476734	0.09447719203308223	0.3933543805032969	0.0	hard,solid
FWD4Z73KK6F6	2597	eggshell	hollow	No	Yes	full	stuffed	overflowing	0.9079520590603352	0.015677914780098945	0.0008665155291964768	0.0008027673175092788	full,stuffed,overflowing
FWD4Z73KK6F6	8914	woman	here	No	Yes	there	gone	moving	0.9808440692722796	0.5935731343924999	7.163332402706146	0.09230830473825337	there,moving
FWD4Z73KK6F6	6489	rubber band	broken	No	Yes	solid	together	unbroken	2.8611449524760246	0.9349594824016094	0.003167858085362241	0.1287039485760033	solid,together,unbroken
FPMCK2P37RW2	6293	red carpet	used	Yes	Yes	new	pristine		1.3045845553278923	2.260216139256954	0.12325189309194685	0.0	pristine
MEJWNVYTN6GW	5919	poodle	fat	Yes	Yes	skinny	thin		0.3828038927167654	0.020263614715076983	0.051681860350072384	0.0	skinny,thin
7TVRDX6P4GTP	3354	gopher	poisonous	Yes	Yes	safe	edible	harmless	0.7262528873980045	0.13358178548514846	0.5965186282992363	0.6782804615795612	safe,edible,harmless
VNAQPVX4R36A	8210	towel rack	empty	Yes	Yes	full	filled	loaded	39.08245861530304	3.431689739227295	0.09881644509732723	0.14048172160983086	full,filled,loaded
MEJWNVYTN6GW	3747	hockey stick	broken	Yes	Yes	operational			1.0549469850957394	0.040870558586902916	0.0	0.0	operational
R2FHGF3QXQ6M	4975	mouth	full	Yes	Yes	empty			2.781841903924942	0.598148675635457	0.0	0.0	empty
FWD4Z73KK6F6	8485	vegetable	fresh	Yes	Yes	rotten	black	brown	0.379016506485641	0.02074118383461609	0.7655799388885498	0.6024854257702827	rotten
MEJWNVYTN6GW	5226	omelet	closed	No	Yes	open			1.1131728999316692	0.29015832114964724	0.0	0.0	open
VNAQPVX4R36A	8696	waterwheel	functional	Yes	Yes	broken	defective	inoperable	2.214350365102291	0.09083754266612233	0.13659166870638728	0.001954260551428888	broken,defective,inoperable
FPMCK2P37RW2	7324	space shuttle	destroyed	Yes	Yes	ready	operational	safe	28.82986068725586	1.0616508312523365	0.13401914620772004	0.1578834024257958	ready,operational,safe
YYQ2E9ZT4FT3	5017	mulch	acidic	Yes	Yes	basic			3.922046720981598	0.007877388998167591	0.0	0.0	basic
MEJWNVYTN6GW	6089	puppet	free	Yes	Yes	trapped	b		0.9831354953348636	0.40380596183240414	0.005562433216255158	0.0	trapped,b
VNAQPVX4R36A	688	bolo tie	tied	Yes	Yes	untied	loose	undone	0.91732544824481	0.025494195870123804	0.02540368004702032	0.021457108960021287	untied,loose,undone
PTQGWRFHYJTJ	5040	music box	empty	Yes	Yes	full	filled	occupied	10.571977496147156	0.9180360473692416	0.09650980355218053	0.2346171298995614	full,filled,occupied
FWD4Z73KK6F6	4231	kite	stable	No	Yes	unstable	unwieldy	wild	0.7702758070081472	0.4684066399931908	0.005898411473026499	0.07463996298611164	unstable,unwieldy,wild
ZA7343AVVAJT	5750	pizza	good	Yes	Yes	bad	unacceptable	nasty	8.72318297624588	0.6221030838787556	0.0011676135727611836	0.01694971724646166	bad,unacceptable,nasty
YYQ2E9ZT4FT3	7108	slime	edible	Yes	Yes	inedible			3.694436326622963	0.0028915788789163344	0.0	0.0	inedible
YYQ2E9ZT4FT3	4803	memory stick	loaded	No	Yes	unloaded			1.0377393104135992	0.00025942713364202064	0.0	0.0	unloaded
MEJWNVYTN6GW	6222	rattlesnake	migratory	Yes	Yes	sedentary	non-migratory		1.1526128277182581	0.009244017564924434	0.009244017564924434	0.0	sedentary,non-migratory
4YNXDR4CKEZM	1287	casserole	fresh	Yes	Yes	spoiled	rotten	off	0.3142442321404815	0.02635122218634933	0.13293634401634336	0.002474262146279216	spoiled,rotten,off
7TVRDX6P4GTP	2324	diving board	used	Yes	Yes	unused	closed	avoided	0.8655283600091934	0.3054746426641941	14.252558350563051	0.0016108944691950455	unused,avoided
FWD4Z73KK6F6	1778	coffee table	clean	Yes	Yes	messy	cluttered	dirty	1.6918759793043137	0.09717234061099587	1.2314927744228045e-05	0.16978969797492027	messy,cluttered,dirty
FWD4Z73KK6F6	3105	fur coat	long	Yes	Yes	short	tiny	small	1.3610783033072948	1.4767885208129885	0.001434219848306384	0.03204089298378676	tiny,small
VNAQPVX4R36A	769	bow	straight	Yes	Yes	curved	bowed	bent	0.868300162255764	1.3675705529749391	0.1752993674017489	0.2812000922858715	bowed,bent
FWD4Z73KK6F6	1444	chessboard	empty	Yes	Yes	full	covered	set	2.5423334911465645	1.0480058379471302	1.4152799732983112	0.1734043937176466	full,covered,set
FWD4Z73KK6F6	848	bracket	open	Yes	Yes	closed	shut	locked	0.6842515897005796	2.0493611693382263	0.0019382523532840425	0.09418142144568263	shut,locked
VNAQPVX4R36A	4273	knot	symmetric	No	Yes	asymmetric	lopsided	uneven	2.2713506594300266	0.023606789181940258	0.023606789181940258	0.06556741427630186	asymmetric,lopsided,uneven
YYQ2E9ZT4FT3	2653	exhaust pipe	empty	No	Yes	clogged			4.6767283231019965	0.002481810770404991	0.0	0.0	clogged
7TVRDX6P4GTP	8430	twig	long	Yes	Yes	short	small	puny	0.6326017901301384	0.6407869979739189	0.5771107971668243	0.0027511743610375556	small,puny
FWD4Z73KK6F6	8708	wax paper	sealed	No	Yes	unsealed	packaged	unopened	1.8013086169958117	0.005455676364363171	0.002729307198023889	0.005455676364363171	unsealed,packaged,unopened
YYQ2E9ZT4FT3	1478	chicken wire	clean	No	Yes	dirty			0.7937400601804256	0.09367021266371013	0.0	0.0	dirty
7TVRDX6P4GTP	6026	prune	tender	Yes	Yes	tough	hard	firm	1.5396755188703537	0.3281960729509592	0.3708069212734699	0.06927194772288202	tough,hard,firm
FWD4Z73KK6F6	110	amplifier	operational	Yes	Yes	broken	unusable	functional	0.6769612897187471	0.23129775654524565	0.004395331416162661	0.5923713091760874	broken,unusable,functional
FPMCK2P37RW2	7388	sponge	dead	No	Yes	live	living		0.8187597617506981	0.0232156744459644	0.016146899724844843	0.0	live,living
FPMCK2P37RW2	5715	ping-pong table	replaced	Yes	Yes	original	unadulterated		1.2160512618720531	0.0969286891631782	0.012353989586699754	0.0	original,unadulterated
MEJWNVYTN6GW	4601	macadamia	poisonous	No	Yes	harmless	non-toxic		1.5284365974366665	0.0937007542233914	0.019015531870536503	0.0	harmless,non-toxic
FWD4Z73KK6F6	3605	handbrake	functional	No	Yes	broken	ruined	unusable	1.1032115668058395	1.062382385134697	0.022425341012421995	0.004338741928222589	broken,ruined,unusable
FPWHJG73NYJG	5774	plaster cast	intact	Yes	Yes	broken	destroyed	damaged	2.266774326562881	0.2210849430412054	0.39395103231072426	0.801583006978035	broken,destroyed,damaged
7TVRDX6P4GTP	5792	plastic film	thin	Yes	Yes	thick	substantial	fat	11.486905813217163	1.1102587915956974	0.002887531991291325	0.02709442924242467	thick,substantial,fat
FWD4Z73KK6F6	4899	mold	new	No	Yes	old	historic		0.9713152423501016	0.6775582209229469	0.016480703197885305	0.0	old,historic
FPMCK2P37RW2	8799	whipped cream	hot	No	Yes	cold	chilled	fresh	2.559760957956314	3.3020012080669403	0.01928982965182513	0.7398477289825678	chilled,fresh
FWD4Z73KK6F6	6819	shark	aggressive	Yes	Yes	shy	scared	cowardly	1.2200512923300266	0.2327421912923455	0.012460137077141551	0.004072282172273845	shy,scared,cowardly
FWD4Z73KK6F6	8484	vase	unique	Yes	Yes	common	ubidiqous	inexpensive	1.7513202503323555	0.0058469966461416325	0.004600527972797863	0.006565672083524987	common,ubidiqous,inexpensive
YYQ2E9ZT4FT3	875	bread	fresh	Yes	Yes	stale			1.1701101437211037	5.606743320822716	0.0	0.0	
FPMCK2P37RW2	7028	skateboard	free	Yes	Yes	expensive	valuable	costly	3.24210487306118	0.09142073686234653	0.005134638922754675	0.004551029996946454	expensive,valuable,costly
PTQGWRFHYJTJ	714	bongo	flat	No	Yes	curved	d	twisty	1.4648568816483019	0.21320513915270567	0.0067663982918020355	0.043194490717723966	curved,d,twisty
FWD4Z73KK6F6	4689	mantle	transparent	No	Yes	solid			4.043665900826453	0.6020945962518454	0.0	0.0	solid
FWD4Z73KK6F6	5905	pom-pom	broken	No	Yes	working	together		0.4828478675335646	0.010253474465571344	0.002610577030282002	0.0	working,together
YYQ2E9ZT4FT3	7674	sugar cube	removed	No	Yes	added			3.0096225440502167	1.1392667889595032	0.0	0.0	added
YYQ2E9ZT4FT3	5518	penholder	open	Yes	Yes	closed			3.212851285934448	2.6350945234298706	0.0	0.0	closed
FPMCK2P37RW2	2745	file	available	Yes	Yes	restricted	deleted	missing	0.5501597654074429	0.03545581712387502	0.20470849703997374	0.15582338673993945	restricted,deleted,missing
YYQ2E9ZT4FT3	4438	lens	circular	Yes	Yes	square			4.010362923145294	0.4699117504060269	0.0	0.0	square
YYQ2E9ZT4FT3	1921	cordon bleu	complete	No	Yes	unfinished			1.0039200074970722	0.08253559935837984	0.0	0.0	unfinished
MEJWNVYTN6GW	8239	train car	operational	Yes	Yes	broken			1.7490785568952558	0.4303576424717903	0.0	0.0	broken
7TVRDX6P4GTP	909	brownie	free	Yes	Yes	expensive	cheap	pricey	1.4206021092832088	0.12046160409227015	0.034499086905270815	0.01868304534582421	expensive,cheap,pricey
FWD4Z73KK6F6	7237	soccer ball	played	No	Yes	closeted	unused		1.7275400459766388	0.003619591007009149	0.2196508226916194	0.0	closeted,unused
FWD4Z73KK6F6	8870	wine cooler	open	Yes	Yes	sealed	shut	closed	13.898472487926485	0.12175161391496656	0.10435327421873808	3.427838906645775	sealed,shut,closed
VNAQPVX4R36A	5629	pie	hot	Yes	Yes	cold	lukewarm	cool	2.2437527775764465	2.4953970685601234	0.016389944357797503	0.2237127162516117	lukewarm,cool
FWD4Z73KK6F6	4143	juice	poisonous	No	Yes	nutritious	healthy	edible	1.6830597072839737	0.003087047298322432	0.2057278761640191	0.5204605404287577	nutritious,healthy,edible
VNAQPVX4R36A	1239	cardboard	clean	Yes	Yes	dirty	stained	soiled	1.0019862093031406	0.2402963815256953	0.16381640452891588	0.0012796423106919974	dirty,stained,soiled
FWD4Z73KK6F6	7033	skeleton	old	Yes	Yes	new	young	fresh	0.30246793758124113	0.1123262569308281	0.2505446318536997	0.0039234662835951895	new,young,fresh
EGZANDYA4C6Q	7437	squid	alive	Yes	Yes	dead	lifeless	deceased	1.200727466493845	9.370571374893187	0.028020146419294185	0.102636544033885	lifeless,deceased
EZCVAWE2HAMP	7431	squeegee	short	Yes	Yes	long	lengthy	stretchy	1.637978479266167	0.4367078188806772	0.014793407171964644	0.03318467934150249	long,lengthy,stretchy
7TVRDX6P4GTP	7791	t-shirt	gone	No	Yes	present	here	available	25.756675004959106	0.006411767390090972	0.17793243750929832	0.008383218664675951	present,here,available
FWD4Z73KK6F6	5062	mustard	sweet	Yes	Yes	spicy	sour	tangy	6.850171834230423	1.2495569884777071	0.2786522265523672	0.01551416062284261	spicy,sour,tangy
FWD4Z73KK6F6	1815	comb	flat	Yes	Yes	rounded	deformed	twisted	1.0398737154901028	3.051764518022537	0.004250762140145525	0.05157217383384705	deformed,twisted
FWD4Z73KK6F6	940	bubble wrap	plastic	Yes	Yes	aluminum	paper	solid	2.1560665220022197	0.03230342117603868	0.0676291121635586	0.42648022063076496	aluminum,paper,solid
YYQ2E9ZT4FT3	5041	music box	open	Yes	Yes	closed			9.192901849746702	7.568216323852539	0.0	0.0	closed
YYQ2E9ZT4FT3	7821	taffy	there	Yes	Yes	gone			0.9273095056414604	19.91361528635025	0.0	0.0	
FWD4Z73KK6F6	6719	scrambled egg	eaten	No	Yes	trashed	uneaten	inedible	0.3736593294888735	0.003326782825752161	0.003326782825752161	0.003326782825752161	trashed,uneaten,inedible
FPMCK2P37RW2	2992	foot	large	Yes	Yes	small	tiny		1.3178816065192225	2.8748078271746635	0.1630272949114442	0.0	tiny
W9XTVGDF6CV4	2158	cufflink	visible	Yes	Yes	invisible	hidden	concealed	1.6266223043203354	0.24360017850995064	0.1100848661735654	0.01893050211947412	invisible,hidden,concealed
FWD4Z73KK6F6	628	blinder	open	Yes	Yes	closed	shut		3.9116349071264263	4.8509977757930764	0.0223024413571693	0.0	shut
MEJWNVYTN6GW	6061	pulpit	open	Yes	Yes	closed	unavailable		1.7680861055850985	0.8424607105553149	0.005739310654462315	0.0	closed,unavailable
FWD4Z73KK6F6	6754	seafood	good	Yes	Yes	awful	horrible	terrible	7.572127133607862	0.007740993169136345	0.019301944121252745	0.01919452188303694	awful,horrible,terrible
FWD4Z73KK6F6	2032	crane	open	No	Yes	shut	closed	sealed	2.138170413672924	0.025851698592305183	3.0049018561840057	0.03218735510017723	shut,sealed
FWD4Z73KK6F6	7630	straw	soft	Yes	Yes	hard	solid	steel	1.3249606825411322	0.2114789793267846	0.3188329050317407	0.03562683705240488	hard,solid,steel
VNAQPVX4R36A	872	bread	baked	Yes	Yes	raw	uncooked	naked	4.562142491340636	0.2648055320605636	0.0019394752598600464	0.004912385338684544	raw,uncooked,naked
YYQ2E9ZT4FT3	5951	pot	cold	Yes	Yes	hot			3.6854110658168793	3.985943645238876	0.0	0.0	
FWD4Z73KK6F6	5493	peg	closed	No	Yes	open	ajar		4.851820692420006	2.681458368897438	0.00551009434275329	0.0	open,ajar
FWD4Z73KK6F6	1333	cereal	good	Yes	Yes	bad	rotten	horrible	0.6847531534731388	0.055124820210039616	0.007103979442035779	0.002947761277027895	bad,rotten,horrible
FWD4Z73KK6F6	6635	sawhorse	real	No	Yes	fake	unreal		0.4638045560568571	0.03900598967447877	0.0067536020651459685	0.0	fake,unreal
VNAQPVX4R36A	5853	poinsettia	common	Yes	Yes	rare	extraordinary	uncommon	0.7549874950200319	4.693453758955002	0.01797857839846984	0.4094210453331471	extraordinary,uncommon
MEJWNVYTN6GW	7866	tarantula	large	Yes	Yes	small	tiny		1.3490702956914902	1.1393309570848942	0.11108997277915478	0.0	small,tiny
HKXM7AJCMHJQ	1121	camera lens	open	Yes	Yes	closed	shut	covered	1.5161959454417229	0.8720059879124165	0.007419047324219719	0.1591445878148079	closed,shut,covered
FPMCK2P37RW2	8610	warthog	here	Yes	Yes	gone	missing		0.3961610142141581	7.739878445863724	2.1513085812330246	0.0	
YYQ2E9ZT4FT3	526	bell pepper	cooked	Yes	Yes	raw			1.1047540232539177	0.11728816898539662	0.0	0.0	raw
YYQ2E9ZT4FT3	8976	xylophone	unique	Yes	Yes	commonplace			1.1738874949514866	0.011009256559191272	0.0	0.0	commonplace
HKXM7AJCMHJQ	7122	slot	empty	Yes	Yes	full	overflowing	packed	16.94791167974472	0.3935045097023249	0.03481090534478426	0.01583854464115575	full,overflowing,packed
FPMCK2P37RW2	7228	soap	good	Yes	Yes	bad	harsh	contaminated	4.157999902963638	0.62425103969872	0.023884377151262008	0.02921478298958392	bad,harsh,contaminated
YKGFKQKA2WC2	5307	pajamas	worn	Yes	Yes	new	fresh	unused	0.5952224135398865	2.1270135417580605	0.10331195080652833	0.15036165714263916	fresh,unused
VNAQPVX4R36A	7586	stool	full	Yes	Yes	empty	vacant	unoccupied	0.9037315845489502	21.245178580284122	0.8447274565696716	0.000858692146721296	vacant,unoccupied
YYQ2E9ZT4FT3	6149	racket	over	Yes	Yes	ongoing			1.427376363426447	0.06561633781529963	0.0	0.0	ongoing
FPMCK2P37RW2	3430	gravy	cold	Yes	Yes	warm	hot	fresh	2.1226841956377034	0.481090322136879	0.3728929441422224	0.3823034930974245	warm,hot,fresh
FWD4Z73KK6F6	4232	kite	real	No	Yes	fake			0.35718539729714394	0.03215936303604393	0.0	0.0	fake
FWD4Z73KK6F6	3942	ice	solid	Yes	Yes	flimsy	cracking	breaking	2.279872260987758	0.0003840291810774944	0.9330363012850283	2.4598225951194763	flimsy,cracking
YYQ2E9ZT4FT3	1798	coin	gold	Yes	Yes	silver			4.555248469114304	6.417595595121384	0.0	0.0	
YYQ2E9ZT4FT3	3213	gel	sticky	Yes	Yes	dry			0.8111899718642235	8.266526460647581	0.0	0.0	
R2FHGF3QXQ6M	7632	strawberry	ripe	Yes	Yes	green	unripe		1.399912405759096	4.923247918486594	0.020132464123889804	0.0	unripe
FPMCK2P37RW2	1431	cheetah	present	Yes	Yes	missing	gone	hidden	0.5647484213113785	0.5035318899899721	0.8653349243104458	0.05684950156137347	missing,hidden
FPMCK2P37RW2	4318	lamppost	intact	Yes	Yes	broken	down	destroyed	3.791074082255364	6.192713975906372	0.15392386121675372	0.7296424359083176	down,destroyed
FWD4Z73KK6F6	4739	mashed potato	served	Yes	Yes	undone	trashed		2.3115964606404305	8.648985954096133e-05	0.01668357290327549	0.0	undone,trashed
FPMCK2P37RW2	5440	pasta	perfect	Yes	Yes	deformed	disgusting	flawed	1.829098165035248	0.0023842527298256755	0.07807653746567668	0.0008416523087362293	deformed,disgusting,flawed
HKXM7AJCMHJQ	2528	dynamite	loaded	Yes	Yes	dull	fake	spoiled	1.2864671647548676	0.0110118868178688	0.02790767466649413	0.007549102156190202	dull,fake,spoiled
FWD4Z73KK6F6	6233	ravioli	expensive	No	Yes	cheap	frugal	affordable	0.8888053707778454	0.11460416717454792	0.0235018611419946	0.016173417679965496	cheap,frugal,affordable
XJKGQQWFXKTX	7258	sofa bed	occupied	Yes	Yes	empty	unoccupied		0.4161550663411617	45.84327042102814	4.814464205082914e-05	0.0	unoccupied
HKXM7AJCMHJQ	2478	dryer	open	Yes	Yes	closed	locked	shut	1.5002576634287834	2.5711938738822937	0.0707482686266303	0.04923897795379162	locked,shut
YYQ2E9ZT4FT3	2150	crystal	liquid	No	Yes	solid			1.1280333623290062	2.206758596003056	0.0	0.0	
FPMCK2P37RW2	8242	train set	complete	Yes	Yes	incomplete	unfinished		8.867022395133972	2.921309135854244	0.09106596116907896	0.0	incomplete,unfinished
FPMCK2P37RW2	8355	trumpet	playing	Yes	Yes	silent	quieted	broken	1.0121657513082027	8.036964386701584	0.0077993739978410295	0.5311171989887953	quieted,broken
YYQ2E9ZT4FT3	6163	radio	working	Yes	Yes	broken	inoperable	trashed	2.8144601732492447	1.5181759372353554	0.0002510187869120273	0.0002510187869120273	broken,inoperable,trashed
FWD4Z73KK6F6	5516	penholder	dead	No	Yes	alive	well	vigorous	0.6272076163440943	0.035519583616405725	0.004561389869195409	0.001947671808011364	alive,well,vigorous
W9XTVGDF6CV4	5759	place mat	empty	Yes	Yes	full	filled		1.5355742536485195	0.7730426732450724	0.0874924473464489	0.0	full,filled
FWD4Z73KK6F6	5805	platypus	long	Yes	Yes	short	small	tiny	1.4011939987540245	1.6538260504603386	2.931727282702924	0.06841063732281327	tiny
FWD4Z73KK6F6	1904	cooler	good	No	Yes	bad	awful	terrible	0.7091713603585958	0.0927619228605181	0.014498668315354738	0.0242689871811308	bad,awful,terrible
FPMCK2P37RW2	5373	papaya	sweet	Yes	Yes	unripe	bitter	rotten	3.207539767026901	0.0416805618442595	0.10631351033225657	0.0270259304670617	unripe,bitter,rotten
FWD4Z73KK6F6	1326	cement mixer	needed	No	Yes	unneeded	unnecessary		0.5435844417661428	0.005483741915668361	0.03276244387961924	0.0	unneeded,unnecessary
FPMCK2P37RW2	3356	gopher	blind	Yes	Yes	nearsighted 	dead		1.0773876681923866	0.008315126615343615	3.4857679158449173	0.0	nearsighted 
MEJWNVYTN6GW	2213	cymbal	flat	Yes	Yes	bumpy			3.9800155907869335	0.015680263459216803	0.0	0.0	bumpy
EZCVAWE2HAMP	4568	log	small	Yes	Yes	large	big	huge	1.1769437231123447	0.5096749868243933	0.05873579066246747	0.12687972048297524	large,big,huge
FWD4Z73KK6F6	5658	piglet	free	No	Yes	caged	imprisoned		2.136714942753315	0.02477638772688806	0.025131148868240416	0.0	caged,imprisoned
FWD4Z73KK6F6	7547	stew	prepared	Yes	Yes	unprepared	starting		1.6598984599113464	0.001281395998375956	0.0038642370782326907	0.0	unprepared,starting
YKGFKQKA2WC2	5048	mussel	edible	Yes	Yes	inedible	unpalatable	indigestible	14.744839072227476	0.0019540124412742443	0.0019540124412742443	0.0019540124412742443	inedible,unpalatable,indigestible
W9XTVGDF6CV4	4240	kiwi	extinct	No	Yes	extant	alive	living	1.8193315714597704	0.004854995859204792	0.12161685153841972	0.02483551797922701	extant,alive,living
7TVRDX6P4GTP	3734	hinge	round	No	Yes	straight	rectangular	triangular	2.3335162550210957	2.4452194571495056	2.3665234446525574	1.4009612612426279	triangular
VNAQPVX4R36A	6534	sail	open	No	Yes	furled	raised		2.141355350613594	0.004658277612179518	1.5586596913635733	0.0	furled,raised
YYQ2E9ZT4FT3	3585	hammock	solid	Yes	Yes	loose			3.050278127193451	0.2443403471261263	0.0	0.0	loose
