	Word	Associative Bias	Alternative	p_Associative Bias_BERT_large	p_Alternative_BERT_large	AssociativeBiasSatisfied_BERT_large
169	first-aid kit	available	unavailable	3.5557962954044338	0.04791728570125997	True
170	creme brulee	edible	inedible	9.422529488801958	0.15929605579003692	True
171	turbine	vertical	horizontal	4.696227237582208	3.2631419599056244	True
172	paper	free	expensive	14.195694029331207	2.848231978714466	True
173	paper	free	costly	14.195694029331207	0.05788355483673512	True
174	paper	free	charged	14.195694029331207	0.020889632287435237	True
175	radish	edible	inedible	18.07150691747665	0.0860904750879854	True
176	ice cube	cold	melted	3.302617371082306	0.011607249325606972	True
177	potato	vegetable	fruit	2.4930339306592937	0.18535747658461327	True
178	potato	vegetable	meat	2.4930339306592937	0.034725802834145725	True
179	origami	ancient	modern	6.662253290414809	0.07816987344995141	True
180	origami	ancient	new	6.662253290414809	0.05621950840577483	True
181	sand	soft	hard	3.2000292092561717	1.1465785093605518	True
183	hot tub	hot	cold	0.9483554400503637	0.4709017928689718	True
185	pan	cold	warm	1.3109716586768627	0.4683594219386578	True
186	silicone	stable	unstable	2.9524190351367	1.5915492549538612	True
187	silicone	stable	violate	2.9524190351367	3.6245477730290085e-06	True
188	vent	vertical	sideways	10.334929823875427	0.007047136750770733	True
189	vent	vertical	horizontal	10.334929823875427	1.7025262117385864	True
190	silverware	silver	gold	15.722006559371948	2.780381217598915	True
191	silverware	silver	platinum	15.722006559371948	0.10252509964630008	True
192	sushi	simple	complex	0.5509942770004272	0.1364045194350183	True
193	sushi	simple	confusing	0.5509942770004272	0.0038154135836521172	True
194	sushi	simple	crazy	0.5509942770004272	0.005498087193700485	True
195	juice	good	bad	0.709308311343193	0.03006631159223616	True
196	shortbread	short	long	3.479599952697754	0.5590868648141623	True
197	whipped cream	edible	inedible	5.296039581298828	0.035997110535390675	True
198	braid	long	short	1.2640816159546375	0.5718380678445101	True
199	braid	long	cut	1.2640816159546375	0.07827273802831769	True
200	braid	long	small	1.2640816159546375	0.1290934975259006	True
201	ice cream	delicious	melted	6.14236555993557	0.2908328082412481	True
202	snack	delicious	horrible	9.198181331157683	0.056262401631101966	True
203	snack	delicious	nasty	9.198181331157683	0.016205789870582517	True
204	snack	delicious	rotten	9.198181331157683	0.013130188744980842	True
206	counter	empty	full	4.7865115106105804	0.11417323257774115	True
207	counter	empty	filled	4.7865115106105804	0.017960187688004225	True
208	cage	empty	full	29.346415400505066	2.060117572546005	True
209	cage	empty	stuffed	29.346415400505066	0.04257358377799392	True
210	cage	empty	overflowing	29.346415400505066	0.0039033267967170096	True
211	computer	dead	working	3.127936273813248	0.7274826522916555	True
212	computer	dead	fixed	3.127936273813248	0.17479751259088516	True
213	computer	dead	operable	3.127936273813248	0.0016727712136344053	True
214	sheet	empty	filled	2.3161316290497784	0.026896526105701923	True
215	banana	edible	inedible	41.124695539474494	0.010158656368730591	True
216	sailboat	unique	ordinary	3.0945437029004097	0.009289466834161429	True
217	sailboat	unique	regulation	3.0945437029004097	0.006455185211962089	True
218	sailboat	unique	boring	3.0945437029004097	0.008873814658727497	True
219	tiara	gold	silver	13.207055628299713	1.5852358192205431	True
220	tiara	gold	platinum	13.207055628299713	0.2554021077230573	True
221	cordon bleu	French	american	23.95291030406952	0.05433858023025096	True
223	dough	thick	skinny	1.5408811159431934	0.006272824975894764	True
224	dough	thick	slim	1.5408811159431934	0.007112931052688509	True
225	altar	high	low	4.426373168826104	0.954736676067114	True
227	bucket	full	vacant	1.7357690259814262	0.01380212779622525	True
228	bucket	full	unused	1.7357690259814262	0.020318804308772087	True
229	skirt	short	long	10.931694507598877	2.5073841214179997	True
230	hair	long	short	5.401710793375969	3.5041697323322296	True
231	trombone	musical	broken	6.619856506586075	0.0025557268600095995	True
232	trombone	musical	rusted	6.619856506586075	0.0028499774998635985	True
233	trombone	musical	fake	6.619856506586075	3.066134866003267e-05	True
234	sawhorse	extinct	alive	18.35234761238098	0.028417975408956412	True
235	turkey	extinct	alive	18.261767923831943	0.29068354051560163	True
236	turkey	extinct	existing	18.261767923831943	3.818465472704702e-05	True
237	turkey	extinct	available	18.261767923831943	0.006041594679118134	True
239	tick	there	near	0.9642908349633216	0.03314985369797796	True
240	tick	there	away	0.9642908349633216	0.047203549183905125	True
241	record	incomplete	finished	5.774746090173721	1.5570527873933315	True
242	woman	dead	alive	2.787226252257824	0.6862506270408629	True
243	woman	dead	breathing	2.787226252257824	0.06692211027257143	True
244	woman	dead	talking	2.787226252257824	0.2335133031010628	True
245	cinnamon	sweet	sour	1.5613497234880924	0.00638568526483141	True
246	cinnamon	sweet	bitter	1.5613497234880924	0.30445074662566185	True
247	soccer ball	plastic	cloth	3.880533948540688	0.014251025277189909	True
250	doll	dead	conscious	2.145459502935409	0.00909379159566015	True
251	papaya	perennial	annual	2.4908466264605518	0.2898294245824218	True
253	hand	empty	closed	1.1203049682080746	0.2644238760694861	True
254	syrup	sweet	bland	13.676808774471285	0.5012563429772854	True
256	mouse	small	huge	3.01116406917572	0.5674744956195354	True
257	mouse	small	gigantic	3.01116406917572	0.16642989357933402	True
258	panda	large	small	3.329937160015106	0.6686283741146326	True
259	knitting needle	circular	rectangular	5.599832907319069	0.20984970033168796	True
260	knitting needle	circular	triangular	5.599832907319069	0.7075710687786341	True
261	knitting needle	circular	flat	5.599832907319069	1.3517907820641994	True
262	curb	wide	narrow	3.2873265445232387	0.504609290510416	True
263	mallet	heavy	light	3.6309313029050823	0.4026207607239485	True
264	barrette	flat	curved	1.1989234015345571	0.3434537211433053	True
265	barrette	flat	bent	1.1989234015345571	0.03380440175533295	True
266	biscuit	thin	thick	1.4686500653624537	0.200061802752316	True
267	biscuit	thin	plump	1.4686500653624537	0.0900165643543005	True
268	biscuit	thin	fat	1.4686500653624537	0.08506993763148785	True
269	stew	delicious	disgusting	15.448194742202759	0.07568402797915041	True
270	stew	delicious	sickening	15.448194742202759	0.033124673063866794	True
271	stew	delicious	revolting	15.448194742202759	0.033124673063866794	True
272	coyote	extinct	common	9.928820282220839	0.4153097048401833	True
273	coyote	extinct	existent	9.928820282220839	0.02339566417504102	True
274	coyote	extinct	present	9.928820282220839	0.0021843830836587586	True
275	figurine	gold	silver	2.0194336771965027	1.1393201537430286	True
276	figurine	gold	iron	2.0194336771965027	0.05653555272147059	True
277	figurine	gold	plastic	2.0194336771965027	0.5194247234612703	True
279	mustache	long	trimmed	4.088194668292998	0.31936021987348795	True
280	gutter	wet	dry	11.4739827811718	3.668749704957008	True
282	hair	short	lengthy	3.5041697323322296	0.01635515800444409	True
283	solar panel	passive	active	13.794809579849243	0.11286387452855705	True
284	pet food	edible	inedible	1.1817391030490398	0.8514049462974072	True
285	pet food	edible	poisonous	1.1817391030490398	0.06555606960318983	True
286	pet food	edible	spoiled	1.1817391030490398	0.01453294971724972	True
287	rhubarb	edible	inedible	7.020748406648637	0.1624740893021226	True
288	taffy	cold	warm	2.707820944488049	1.8276188522577288	True
289	taffy	cold	hot	2.707820944488049	2.547574043273926	True
290	chalice	empty	full	6.003225222229958	0.14314225409179926	True
291	cornucopia	long	short	2.014540135860443	1.3250136747956276	True
292	totem pole	ceremonial	informal	3.3788561820983887	0.0037874266126891602	True
293	totem pole	ceremonial	casual	3.3788561820983887	0.00023575148588861342	True
294	totem pole	ceremonial	ordinary	3.3788561820983887	0.00014356330666487338	True
295	aluminum foil	transparent	opaque	4.03149276971817	0.013514197780750692	True
296	whoopee cushion	popular	unpopular	2.326582558453083	0.04208302998449653	True
297	projector	portable	heavy	6.086927279829979	0.148183130659163	True
298	scalpel	long	short	1.9357066601514816	0.9591823443770408	True
299	scalpel	long	tiny	1.9357066601514816	0.02403915859758854	True
300	scalpel	long	miniature	1.9357066601514816	0.0006370374649122822	True
301	dial	right	wrong	3.042098879814148	1.3472724705934525	True
302	dial	right	off	3.042098879814148	0.4370692651718855	True
303	dial	right	broken	3.042098879814148	1.5534423291683197	True
304	sandwich	good	bad	1.3477275148034096	0.13211766490712762	True
305	corset	elastic	boned	25.36270618438721	0.03306370053905994	True
306	corset	elastic	stiff	25.36270618438721	0.029486868879757818	True
307	corset	elastic	tight	25.36270618438721	0.23996420204639435	True
308	coffeemaker	simple	complicated	2.1836254745721817	0.15008345944806933	True
309	coffeemaker	simple	programmable	2.1836254745721817	0.011716675362549722	True
310	coffeemaker	simple	timed	2.1836254745721817	0.0004952834387950134	True
311	yacht	empty	full	4.252208024263382	0.26545231230556965	True
312	vase	empty	full	6.275128573179245	0.5274986382573843	True
313	knee	swollen	inflamed	8.107308298349379	0.012113613047404216	True
314	triangle	convex	concave	3.2106332480907436	0.04967374261468649	True
315	spam	illegal	homemade	4.061690345406531	0.011146971519337969	True
316	spam	illegal	domestic	4.061690345406531	0.0412016554037109	True
317	palm tree	tropical	deciduous	17.63942539691925	0.2851424738764763	True
318	chimney	high	low	3.72072160243988	1.656479388475418	True
319	spear	sharp	dull	0.5380984861403704	0.03152964636683464	True
320	pinecone	edible	inedible	51.657360792160034	0.04575769999064505	True
321	piggy bank	free	expensive	2.2624172270298004	0.6051148287951946	True
322	praying mantis	poisonous	safe	4.3255764991045	0.005356594920158386	True
323	patty	edible	inedible	3.534354269504547	0.1303081284277141	True
324	patty	edible	uneatable	3.534354269504547	0.1303081284277141	True
325	patty	edible	rotten	3.534354269504547	0.012175812298664823	True
326	soy sauce	edible	inedible	2.827050350606441	0.3915386740118265	True
327	springboard	vertical	horizontal	2.8098858892917637	1.580570638179779	True
328	springboard	vertical	sideways	2.8098858892917637	0.028756057145074013	True
329	teacup	empty	filled	23.295316100120548	0.06057570572011173	True
330	platypus	small	large	2.3901380598545074	1.7096834257245064	True
331	toothbrush	long	short	1.0051260702311993	0.5092252045869827	True
333	shortbread	long	average	0.5590868648141623	0.009382129064761102	True
334	shortbread	long	conventional	0.5590868648141623	0.024069429491646588	True
335	hot-water bottle	plastic	metal	11.89735382795334	0.18298730719834566	True
336	water bottle	empty	full	1.4963415451347828	0.05768495029769837	True
337	swimming pool	open	closed	5.4846685379743585	0.5685804877430201	True
338	swimming pool	open	shut	5.4846685379743585	0.0027350522941560484	True
339	swimming pool	open	locked	5.4846685379743585	0.07188760791905224	True
340	badge	circular	square	19.371184706687924	0.19918426405638456	True
341	badge	circular	triangular	19.371184706687924	0.36967715714126825	True
342	badge	circular	obtuse	19.371184706687924	0.033285620156675584	True
344	spout	open	closed	1.3990024104714394	0.4640055820345879	True
345	spout	open	blocked	1.3990024104714394	0.07165081333369018	True
346	spout	open	plugged	1.3990024104714394	0.02203659387305379	True
347	lavender	purple	green	9.155753254890444	1.2209382839500904	True
348	sandal	long	tiny	1.0886188596487043	0.10345927439630033	True
349	sandal	long	small	1.0886188596487043	0.5779088940471411	True
353	t-shirt	pink	purple	2.7857333421707158	2.436986193060875	True
354	fireplace	cold	hot	9.211757034063341	0.6044355221092701	True
355	bow	curved	uncurled	10.82373857498169	0.003543653292581439	True
357	clock	wrong	right	1.4390255324542522	0.8995904587209225	True
358	whiteboard	blank	full	33.13400447368622	0.9557761251926422	True
359	whiteboard	blank	cluttered	33.13400447368622	0.000633936770100263	True
361	pinwheel	vertical	horizontal	3.5077381879091263	1.2644354254007342	True
362	pinwheel	vertical	sideways	3.5077381879091263	0.06519894814118743	True
363	headscarf	optional	mandatory	5.559055134654045	0.1344987889751792	True
364	closet	open	closed	3.4316390752792363	2.479548007249832	True
365	closet	open	shut	3.4316390752792363	0.09241619845852256	True
366	payphone	portable	stationary	2.587108500301838	0.0928044319152832	True
367	payphone	portable	unwieldy	2.587108500301838	0.0038217865949263796	True
368	payphone	portable	fixed	2.587108500301838	0.030374588095583018	True
370	scoreboard	empty	active	5.808794870972633	0.054457009537145495	True
371	tortilla	edible	rotten	4.705066978931427	0.002851425961125642	True
372	tortilla	edible	poisonous	4.705066978931427	0.14629343058913946	True
373	shortbread	edible	inedible	3.445015847682953	0.16350182704627514	True
375	handprint	recognizable	alien	1.6410330310463903	0.0018446959074935878	True
376	handprint	recognizable	foreign	1.6410330310463903	0.003003729580086656	True
377	handprint	recognizable	unknown	1.6410330310463903	0.3048880724236369	True
378	basil	edible	gerry	29.55486476421356	0.03240907681174576	True
379	basil	edible	disintegrated	29.55486476421356	0.03240907681174576	True
380	basil	edible	watered	29.55486476421356	0.03240907681174576	True
381	dial	empty	full	5.710472166538239	0.4919189028441906	True
382	dial	empty	stuffed	5.710472166538239	0.003181845386279747	True
383	dial	empty	filled	5.710472166538239	0.04850483674090356	True
384	parking meter	free	expensive	20.465008914470676	1.421455666422844	True
385	wooden leg	straight	bent	0.8823814801871777	0.6423871498554945	True
386	neck	long	short	6.089288741350174	5.58030977845192	True
387	owl	large	small	2.6134222745895386	0.988669879734516	True
388	owl	large	tiny	2.6134222745895386	0.11398667702451347	True
389	owl	large	puny	2.6134222745895386	0.020494213094934818	True
390	golf club	free	expensive	2.057412639260292	0.07967624114826323	True
392	nose	large	small	4.336552321910858	1.965177059173584	True
393	glue	liquid	solid	2.1296277642250057	0.3693159436807037	True
394	gold	precious	fake	3.29449474811554	0.08603973546996713	True
395	dustpan	empty	full	17.232882976531982	0.3636025357991457	True
396	dustpan	empty	stuffed	17.232882976531982	0.011251587420701979	True
397	dustpan	empty	overflowing	17.232882976531982	0.05379850044846535	True
398	flamethrower	portable	stuck	0.3735481761395931	0.0008601556146459187	True
399	kale	edible	inedible	2.063361555337906	0.10844407370314002	True
400	speedometer	accurate	inaccurate	7.729051262140273	0.007586033461848273	True
401	speedometer	accurate	wrong	7.729051262140273	0.17818502383306625	True
402	speedometer	accurate	incorrect	7.729051262140273	0.3769161645323038	True
403	backgammon	popular	unpopular	2.519224770367145	0.003742973785847426	True
404	soldering iron	hot	cold	2.719329670071602	1.8975293263792992	True
405	minivan	expensive	cheap	8.323415368795395	0.3094050334766507	True
406	minivan	expensive	inexpensive	8.323415368795395	0.5363133735954762	True
407	diaper	wet	dry	1.874848268926144	0.9083248674869536	True
408	diaper	wet	unspoiled	1.874848268926144	0.02333097072551027	True
409	window	open	closed	42.618504166603095	14.256268739700316	True
410	window	open	shut	42.618504166603095	1.7598459497094154	True
411	window	open	sealed	42.618504166603095	0.10978297796100378	True
412	aardvark	large	small	0.9788387455046176	0.5164910573512316	True
414	papaya	large	small	1.9774002954363823	1.4406527392566204	True
415	ladybug	female	male	5.4010726511478415	1.9726920872926712	True
416	jug	small	big	2.9234299436211586	0.37960815243422985	True
417	jug	small	large	2.9234299436211586	0.7713163271546364	True
418	jug	small	sizable	2.9234299436211586	0.01949248689925298	True
419	garbage	clean	dirty	3.3235110342502594	0.3095258492976427	True
420	tattoo	real	unreal	1.0861597955226898	0.011727695527952164	True
422	stem	smooth	rough	5.766979977488518	0.09107881342060864	True
423	stem	smooth	thorny	5.766979977488518	0.008171753870556131	True
424	stem	smooth	sticky	5.766979977488518	0.03670910373330116	True
425	tadpole	long	short	0.3850428154692054	0.26930226013064384	True
426	wine bottle	open	closed	5.556826665997505	4.605589807033539	True
428	cashew	bitter	smooth	4.6055857092142105	0.006555893196491525	True
429	cashew	bitter	sweet	4.6055857092142105	2.027077227830887	True
430	cashew	bitter	savory	4.6055857092142105	0.03676369087770581	True
431	napkin ring	empty	filled	3.905455023050308	0.017219428264070302	True
432	pasta	edible	inedible	3.0616940930485725	0.08690063841640949	True
433	pasta	edible	toxic	3.0616940930485725	0.01417729363311082	True
434	pasta	edible	poisonous	3.0616940930485725	0.030869623878970742	True
435	appetizer	optional	extra	2.6534462347626686	0.034067215165123337	True
436	marmalade	sweet	bitter	3.8767527788877487	0.2587940078228712	True
437	candy cane	edible	poisonous	1.4141079038381577	0.1748512266203761	True
438	grapevine	important	unimportant	5.470075458288194	0.008000443631317465	True
439	grapevine	important	irrelevant	5.470075458288194	0.004247721517458558	True
440	grapevine	important	meaningless	5.470075458288194	0.008000443631317465	True
441	cape	long	short	1.6672959551215172	0.9966546669602394	True
442	cape	long	tiny	1.6672959551215172	0.0869022507686168	True
443	cape	long	small	1.6672959551215172	0.9502037428319454	True
444	icicle	circular	rectangular	3.4144636243581767	0.16854056157171726	True
445	sundae	edible	inedible	2.4519806727766995	0.07578764343634248	True
446	sundae	edible	indigestible	2.4519806727766995	0.07578764343634248	True
447	railing	high	low	1.340999361127615	1.2824884615838528	True
448	peg	empty	filled	2.0462246611714363	0.01276606199098751	True
449	peg	empty	full	2.0462246611714363	0.04739341966342181	True
450	peg	empty	solid	2.0462246611714363	0.1845372375100851	True
451	inhaler	portable	fixed	1.2165714986622334	0.032972294138744467	True
452	inhaler	portable	immobile	1.2165714986622334	0.02047366724582389	True
453	inhaler	portable	immovable	1.2165714986622334	0.02047366724582389	True
455	first-aid kit	portable	immovable	1.8120056018233301	0.08603530004620552	True
456	sheath	thick	thin	2.023519389331341	0.9237323887646198	True
457	cigarette holder	plastic	metal	6.718635559082031	0.4560061264783144	True
459	thumbtack	plastic	metal	1.6050683334469795	0.16879109898582098	True
460	thumbtack	plastic	rigid	1.6050683334469795	0.04219528054818511	True
461	outlet	free	expensive	16.742391884326935	0.5561542697250843	True
462	stump	hollow	dense	2.457156777381897	0.00770409678807482	True
465	closet	mine	theirs	0.497572822496295	0.08147020707838237	True
466	sled	heavy	light	4.661154747009277	0.2029023598879576	True
467	sled	heavy	flimsy	4.661154747009277	0.002604887959023472	True
468	sled	heavy	thin	4.661154747009277	0.03900729352608323	True
470	hammock	long	tiny	0.4143938887864351	0.08086278685368598	True
471	hammock	long	small	0.4143938887864351	0.30020626727491617	True
472	eggshell	transparent	opaque	5.97352534532547	0.012628639524336904	True
473	chest	bare	hairy	5.063433572649957	0.4473512526601553	True
474	magnet	magnetic	non-polar	2.2991327568888664	0.05328612751327455	True
